track_id,track_name,lyrics
47010792,Black Sheep,素晴らしい一日始まる頃には夜に暮れる過ぎ行く毎日手を振ることすら忘れたままいつか注いだ水が腐っていったんだここは濁った澱そうだ何にもありはしないな受話器の向こうでは霞掛かる声が鳴るばかり何を話しているのかはよくわからなかったいつの間にか酷く時間が経って鏡にあなたが映った「もういいから遊ぼうよ」楽しいことが待っているさシャラララ黒い羊が一匹、二匹、三匹、四匹黒い羊が五匹、六匹、七匹、八匹
172652616,Ghosts of the Sea,開け放たれたこの部屋には誰もいない潮風の匂い滲みついた椅子がひとつあなたが迷わないように空けておくよ軋む戸を叩いてなにから話せばいいのかわからなくなるかな星が降る夜にあなたにあえたあの夜を忘れはしない大切なことは言葉にならない
143449588,KARMA CITY,沈んでいく街の中(沈み行く街並みに溶けていく)溶けていったあの子は(あの子はいつだってその髪を)その髪を小さく結いながら(小さく結って)退屈な顔に笑った(退屈そうに笑った)思い出せなくなっちゃう前に(思い出せなくなってしまう前に)僕と遊びに行こうぜって(遊びに行こうぜってついには)ついにはもう言えないまんま(言えないまんまあの子は)あの子は消えていったんだ(消えていった)この感情は生まれ持っていたって気付いた頃に君は何処にもいないなんて寄る辺なく夜に落ちていくここは一瞬を繋いで作った過去と未来の僅かな隙間カーマシティ
47010782,ディスコバルーン,嫌いだ嫌いだあなたが嫌いだ何処かへ消えてしまえばいい嫌いなあなたは風船みたいだどうせどこへまでも空っぽなのだろうあなたのコインの表裏はどちらも同じであるようだアンテナが折れたダンスフロアには安価なつくりのビニール風船ばかりいるかたっぽの靴脱げて何処かへ消えた光って回る地球儀から振り下ろされて声を揃えて慄いでちょっと遊んで行こうぜ
139531123,Shunrai,現れたそれは春の真っ最中えも言えぬまま輝いていたどんな言葉もどんな手振りも足りやしないみたいだその日から僕の胸には嵐が住み着いたまま離れないんだ人の声を借りた蒼い眼の落雷だ揺れながら踊るその髪の黒が他のどれより嫋やかでしたすっと消えそうな真っ白い肌によく似合ってましたあなたにはこの世界の彩りがどう見えるのか知りたくて今頬に手を伸ばした壊れそうでただ怖かった全てはあなたの思い通り悲しくって散らばった思いも全てあなたがくれたプレゼントゆらゆら吹かれて深い惑い痛み憂い恋しい言葉にするのも形にするのもそのどれもが覚束なくってただ目を見つめたするとあなたはふっと
130600461,Kubinashi Kankodori,さぁさぁさぁ踊りましょうかとり急いでは脚が絡んだ騒々しい音を晒して赤い瑪瑙と積み木の家欄干の傍に立つ虚青い光が抜けていくようだ誰だって心が重い忘れられないことばかりやいやいお前の頭はどこだい？頭はどこだい？目玉とくちばしは？やいやいお前の感情はどこだい泣いて見せてみろ笑ってみせてみろよ愛されたいのは悲しくなるから見つめていたくはないけれど
138232153,かいじゅうのマーチ,少しでもあなたに伝えたくて言葉を覚えたんだ喜んでくれるのかなそうだと嬉しいな遠くからあなたに出会うため生まれてきたんだぜ道草もせず一本の道を踏みしめて怖がらないで僕と歌ってそのまま超えて海の向こうへおかしな声で愛と歌って心は晴れやかさあ出かけよう砂漠を抜けて悲しいこともあるだろうけど虹の根元を探しにいこうあなたと迎えたい明日のために涙を隠しては
114976818,ナンバーナイン,歩いていたのは砂漠の中遠くに見えた東京タワー君の抱いていたボロいテディベア笑ってみえたどこへ行こうか海みたいに砂は燃えたかつてはここで人が生きた先を急いだ英智の群れが壊したものに僕らは続いた惑いも憂いも化石になるほど嘘みたいな未来を想う切なくなるのも馬鹿らしいほど優しい未来恥ずかしいくらい生きていた僕らの声が遠く遠くまで届いたらいいな誰もいない未来で起きた呼吸が僕らを覚えていますように眩しくてさ目を閉じたんだ枯れた川を辿りながら
47010791,恋と病熱,好きなことが少なくなり嫌いなことが沢山増えた窓に滲む雲を見ていた皆の背中を見ていた言いたいことがだんだん増えて言えないことが沢山増えた空が濁る頃に見ていた夜になろうとするばかり「何処にも行けない私をどうする?」眩暈に溺れて夢を見ていた白昼夢に全てを押し込んで
144561930,NANIMONO,踊り場の窓から人並みから眺めていた僕らはどこへ行こうか階段の途中で不確かな言葉を携えて呼吸を揃えて初めましてそんで愛されたのなら大歓迎繰り返し向かえ遠く向こうへ結局僕らはさ何者になるのかな迷い犬みたいでいた
